ENSPTRG00000000009|ENSPTRT00000000016|ENSPTRP00000000012
ENSG00000176198|ENST00000315409|ENSP00000318997
ENSG00000180658|ENST00000315453|ENSP00000319546
ENSG00000176219|ENST00000315519|ENSP00000319071
ENSG00000176230|ENST00000315543|ENSP00000319197
ENSG00000127507|ENST00000315576|ENSP00000319883
ENSG00000176246|ENST00000315683|ENSP00000319217
ENSG00000176253|ENST00000315693|ENSP00000319322
ENSG00000137809|ENST00000315757|ENSP00000327290
ENSG00000176281|ENST00000315915|ENSP00000319511
ENSG00000176294|ENST00000315947|ENSP00000319601
ENSG00000176299|ENST00000315957|ENSP00000319654
ENSG00000244623|ENST00000316368|ENSP00000313936
ENSG00000180919|ENST00000316529|ENSP00000321196
ENSG00000180934|ENST00000316650|ENSP00000321246
ENSG00000180475|ENST00000316770|ENSP00000314324
ENSG00000180914|ENST00000316793|ENSP00000324270
ENSG00000180974|ENST00000316987|ENSP00000321426
ENSG00000180988|ENST00000317037|ENSP00000322801
ENSG00000181001|ENST00000317078|ENSP00000322823
ENSG00000181009|ENST00000317093|ENSP00000322866
ENSG00000181023|ENST00000317121|ENSP00000322939
ENSG00000181074|ENST00000317254|ENSP00000323224
ENSG00000161649|ENST00000317310|ENSP00000321005
ENSG00000177151|ENST00000317450|ENSP00000324369
ENSG00000168995|ENST00000317643|ENSP00000323328
ENSG00000175898|ENST00000317726|ENSP00000322049
ENSG00000180245|ENST00000317735|ENSP00000314992
ENSG00000178358|ENST00000317834|ENSP00000320560
ENSG00000177174|ENST00000317861|ENSP00000324534
ENSG00000177186|ENST00000317965|ENSP00000324557
ENSG00000177201|ENST00000317996|ENSP00000324583
ENSG00000177212|ENST00000318021|ENSP00000324687
ENSG00000176695|ENST00000318050|ENSP00000315047
ENSG00000177275|ENST00000318244|ENSP00000325078
ENSG00000178084|ENST00000318351|ENSP00000322617
ENSG00000105976|ENST00000318493|ENSP00000317272
ENSG00000180871|ENST00000318507|ENSP00000319635
ENSG00000197309|ENST00000318666|ENSP00000323895
ENSG00000177535|ENST00000318749|ENSP00000325682
ENSG00000179055|ENST00000318763|ENSP00000317357
ENSG00000181104|ENST00000319211|ENSP00000321326
ENSG00000177663|ENST00000319363|ENSP00000320936
ENSG00000178586|ENST00000319423|ENSP00000322435
ENSG00000179097|ENST00000319595|ENSP00000322924
ENSG00000221840|ENST00000319760|ENSP00000367664
ENSG00000176540|ENST00000319813|ENSP00000321338
ENSG00000178623|ENST00000319838|ENSP00000322731
ENSG00000176547|ENST00000319856|ENSP00000321419
ENSG00000177462|ENST00000319968|ENSP00000326225
ENSG00000176555|ENST00000319988|ENSP00000321447
ENSG00000177476|ENST00000320002|ENSP00000326301
ENSG00000176567|ENST00000320048|ENSP00000321506
ENSG00000177489|ENST00000320065|ENSP00000326349
ENSG00000181803|ENST00000320704|ENSP00000313110
ENSG00000254737|ENST00000320891|ENSP00000325076
ENSG00000176269|ENST00000320901|ENSP00000318878
ENSG00000178201|ENST00000321039|ENSP00000322339
ENSG00000221866|ENST00000321063|ENSP00000323194
ENSG00000181499|ENST00000321252|ENSP00000325203
ENSG00000176742|ENST00000321255|ENSP00000321729
ENSG00000181518|ENST00000321355|ENSP00000325381
ENSG00000176787|ENST00000321522|ENSP00000322088
ENSG00000176798|ENST00000321543|ENSP00000322156
ENSG00000179615|ENST00000321688|ENSP00000323423
ENSG00000244165|ENST00000321826|ENSP00000323872
ENSG00000176879|ENST00000321961|ENSP00000322546
ENSG00000176893|ENST00000322013|ENSP00000322593
ENSG00000176904|ENST00000322059|ENSP00000322724
ENSG00000176922|ENST00000322101|ENSP00000322754
ENSG00000176231|ENST00000322107|ENSP00000318834
ENSG00000176925|ENST00000322110|ENSP00000323952
ENSG00000180929|ENST00000322241|ENSP00000319250
ENSG00000188269|ENST00000322301|ENSP00000316955
ENSG00000180016|ENST00000322608|ENSP00000313384
ENSG00000181609|ENST00000322641|ENSP00000326232
ENSG00000181616|ENST00000322653|ENSP00000326259
ENSG00000179695|ENST00000322678|ENSP00000323606
ENSG00000117335|ENST00000322875|ENSP00000313875
ENSG00000177464|ENST00000323040|ENSP00000319744
ENSG00000196610|ENST00000323109|ENSP00000322293
ENSG00000180090|ENST00000323404|ENSP00000313803
ENSG00000178394|ENST00000323865|ENSP00000316244
ENSG00000181733|ENST00000324060|ENSP00000316284
ENSG00000004399|ENST00000324093|ENSP00000317128
ENSG00000178562|ENST00000324106|ENSP00000324890
ENSG00000151617|ENST00000324300|ENSP00000315011
ENSG00000104972|ENST00000324602|ENSP00000315997
ENSG00000144481|ENST00000324695|ENSP00000323926
ENSG00000176136|ENST00000324750|ENSP00000318077
ENSG00000162897|ENST00000324852|ENSP00000316491
ENSG00000114812|ENST00000325123|ENSP00000327246
ENSG00000181631|ENST00000325602|ENSP00000320376
ENSG00000181963|ENST00000325719|ENSP00000318956
ENSG00000106128|ENST00000326139|ENSP00000320180
ENSG00000186074|ENST00000326165|ENSP00000327075
ENSG00000177693|ENST00000326183|ENSP00000317482
ENSG00000179919|ENST00000326258|ENSP00000326718
ENSG00000179934|ENST00000326306|ENSP00000326432
ENSG00000240403|ENST00000326321|ENSP00000325525
ENSG00000180269|ENST00000326571|ENSP00000370779
ENSG00000006327|ENST00000326577|ENSP00000326737
ENSG00000080644|ENST00000326828|ENSP00000315602
ENSG00000181273|ENST00000326855|ENSP00000322784
ENSG00000019169|ENST00000327097|ENSP00000318916
ENSG00000181371|ENST00000327216|ENSP00000323354
ENSG00000166342|ENST00000327305|ENSP00000313088
ENSG00000104938|ENST00000327325|ENSP00000316228
ENSG00000184954|ENST00000327335|ENSP00000329153
ENSG00000185385|ENST00000327462|ENSP00000328144
ENSG00000185436|ENST00000327535|ENSP00000327824
ENSG00000185231|ENST00000327606|ENSP00000333821
ENSG00000153294|ENST00000327753|ENSP00000328319
ENSG00000185897|ENST00000327809|ENSP00000328230
ENSG00000221931|ENST00000327930|ENSP00000333724
ENSG00000182771|ENST00000327946|ENSP00000330148
ENSG00000197125|ENST00000328064|ENSP00000330280
ENSG00000185926|ENST00000328188|ENSP00000329056
ENSG00000182613|ENST00000328275|ENSP00000332185
ENSG00000185821|ENST00000328314|ENSP00000328402
ENSG00000182334|ENST00000328375|ENSP00000332068
ENSG00000183473|ENST00000328544|ENSP00000330138
ENSG00000182783|ENST00000328570|ENSP00000331774
ENSG00000186891|ENST00000328596|ENSP00000328207
ENSG00000184698|ENST00000328611|ENSP00000333196
ENSG00000186407|ENST00000328630|ENSP00000329942
ENSG00000183310|ENST00000328782|ENSP00000330904
ENSG00000183706|ENST00000328795|ENSP00000332500
ENSG00000184881|ENST00000328813|ENSP00000327540
ENSG00000182782|ENST00000328880|ENSP00000375066
ENSG00000184140|ENST00000328882|ENSP00000327525
ENSG00000183024|ENST00000328890|ENSP00000331545
ENSG00000206306|ENST00000328980|ENSP00000331343
ENSG00000182687|ENST00000329003|ENSP00000329684
ENSG00000235568|ENST00000329021|ENSP00000333680
ENSG00000185245|ENST00000329125|ENSP00000329380
ENSG00000183840|ENST00000329321|ENSP00000327417
ENSG00000205409|ENST00000329322|ENSP00000328878
ENSG00000172742|ENST00000329328|ENSP00000328563
ENSG00000185372|ENST00000329365|ENSP00000404102
ENSG00000183303|ENST00000329434|ENSP00000331823
ENSG00000185149|ENST00000329476|ENSP00000332591
ENSG00000113763|ENST00000329542|ENSP00000332737
ENSG00000184478|ENST00000329564|ENSP00000331572
ENSG00000183695|ENST00000329773|ENSP00000333800
ENSG00000183484|ENST00000329797|ENSP00000328818
ENSG00000184574|ENST00000329858|ENSP00000327875
ENSG00000184160|ENST00000330055|ENSP00000386069
ENSG00000182631|ENST00000330120|ENSP00000328708
ENSG00000182580|ENST00000330394|ENSP00000332118
ENSG00000182634|ENST00000330487|ENSP00000329689
ENSG00000184022|ENST00000330500|ENSP00000329210
ENSG00000114013|ENST00000330540|ENSP00000332049
ENSG00000183389|ENST00000330728|ENSP00000328215
ENSG00000167850|ENST00000330793|ENSP00000329507
ENSG00000183130|ENST00000330803|ENSP00000328934
ENSG00000183813|ENST00000330953|ENSP00000332659
ENSG00000185291|ENST00000331035|ENSP00000327890
ENSG00000183729|ENST00000331251|ENSP00000330284
ENSG00000183748|ENST00000331429|ENSP00000332124
ENSG00000184166|ENST00000331459|ENSP00000327585
ENSG00000172116|ENST00000331469|ENSP00000331172
ENSG00000178852|ENST00000331493|ENSP00000332111
ENSG00000182652|ENST00000331723|ENSP00000330049
ENSG00000185920|ENST00000331920|ENSP00000332353
ENSG00000184321|ENST00000332043|ENSP00000332473
ENSG00000173482|ENST00000332175|ENSP00000331418
ENSG00000196266|ENST00000332217|ENSP00000331789
ENSG00000182854|ENST00000332238|ENSP00000333184
ENSG00000183313|ENST00000332249|ENSP00000330338
ENSG00000182170|ENST00000332314|ENSP00000330612
ENSG00000184451|ENST00000332438|ENSP00000332504
ENSG00000183134|ENST00000332539|ENSP00000332812
ENSG00000115590|ENST00000332549|ENSP00000330959
ENSG00000184194|ENST00000332582|ENSP00000331600
ENSG00000184933|ENST00000332601|ENSP00000330384
ENSG00000232382|ENST00000332650|ENSP00000373193
ENSG00000182974|ENST00000332663|ENSP00000329467
ENSG00000185097|ENST00000332831|ENSP00000329982
ENSG00000221890|ENST00000333039|ENSP00000327545
ENSG00000173662|ENST00000333172|ENSP00000331867
ENSG00000007908|ENST00000333360|ENSP00000331736
ENSG00000182885|ENST00000333493|ENSP00000332900
ENSG00000184394|ENST00000333629|ENSP00000332110
ENSG00000182256|ENST00000333743|ENSP00000331912
ENSG00000186117|ENST00000333973|ENSP00000335529
ENSG00000186119|ENST00000333976|ENSP00000335025
ENSG00000136160|ENST00000334286|ENSP00000335311
ENSG00000152990|ENST00000334304|ENSP00000334952
ENSG00000186306|ENST00000334438|ENSP00000334115
ENSG00000186265|ENST00000334529|ENSP00000333919
ENSG00000186919|ENST00000334586|ENSP00000334854
ENSG00000110148|ENST00000334619|ENSP00000335544
ENSG00000186440|ENST00000334632|ENSP00000334721
ENSG00000186881|ENST00000334726|ENSP00000334452
ENSG00000180264|ENST00000334810|ENSP00000335156
ENSG00000184155|ENST00000334857|ENSP00000334441
ENSG00000186723|ENST00000334920|ENSP00000335596
ENSG00000186943|ENST00000335040|ENSP00000334068
ENSG00000197403|ENST00000335094|ENSP00000335535
ENSG00000186092|ENST00000335137|ENSP00000334393
ENSG00000221954|ENST00000335238|ENSP00000334418
ENSG00000197233|ENST00000335302|ENSP00000335575
ENSG00000186038|ENST00000335304|ENSP00000335511
ENSG00000107731|ENST00000335350|ENSP00000334329
ENSG00000186509|ENST00000335397|ENSP00000334934
ENSG00000186113|ENST00000335605|ENSP00000334456
ENSG00000186297|ENST00000335625|ENSP00000335592
ENSG00000257008|ENST00000335666|ENSP00000335158
ENSG00000125498|ENST00000336077|ENSP00000336769
ENSG00000148680|ENST00000336152|ENSP00000337949
ENSG00000044524|ENST00000336596|ENSP00000337451
ENSG00000125510|ENST00000336866|ENSP00000336843
ENSG00000135124|ENST00000337233|ENSP00000336607
ENSG00000187800|ENST00000338302|ENSP00000344465
ENSG00000164129|ENST00000338566|ENSP00000339377
ENSG00000188124|ENST00000338569|ENSP00000342697
ENSG00000171054|ENST00000338616|ENSP00000340748
ENSG00000187474|ENST00000339223|ENSP00000341821
ENSG00000188340|ENST00000339258|ENSP00000344101
ENSG00000169962|ENST00000339381|ENSP00000344411
ENSG00000179603|ENST00000339582|ENSP00000344173
ENSG00000171049|ENST00000340023|ENSP00000340191
ENSG00000204475|ENST00000340027|ENSP00000342156
ENSG00000068078|ENST00000340107|ENSP00000339824
ENSG00000101180|ENST00000340177|ENSP00000342560
ENSG00000159618|ENST00000340339|ENSP00000342981
ENSG00000187871|ENST00000340465|ENSP00000343636
ENSG00000072071|ENST00000340736|ENSP00000340688
ENSG00000239590|ENST00000340750|ENSP00000343521
ENSG00000159346|ENST00000340990|ENSP00000341785
ENSG00000187918|ENST00000341449|ENSP00000341987
ENSG00000196131|ENST00000341702|ENSP00000351244
ENSG00000187957|ENST00000341772|ENSP00000345229
ENSG00000122718|ENST00000341959|ENSP00000344040
ENSG00000168575|ENST00000342228|ENSP00000340465
ENSG00000188888|ENST00000342292|ENSP00000345060
ENSG00000243772|ENST00000342376|ENSP00000342215
ENSG00000189181|ENST00000342623|ENSP00000339726
ENSG00000170412|ENST00000342648|ENSP00000340595
ENSG00000178568|ENST00000342788|ENSP00000342235
ENSG00000196240|ENST00000342927|ENSP00000343062
ENSG00000092421|ENST00000343348|ENSP00000345512
ENSG00000187857|ENST00000343399|ENSP00000368987
ENSG00000188558|ENST00000343414|ENSP00000341291
ENSG00000188069|ENST00000343430|ENSP00000345163
ENSG00000160791|ENST00000343801|ENSP00000343985
ENSG00000197706|ENST00000343870|ENSP00000342836
ENSG00000187848|ENST00000343948|ENSP00000343339
ENSG00000188000|ENST00000344248|ENSP00000345563
ENSG00000187612|ENST00000344514|ENSP00000342448
ENSG00000188763|ENST00000344575|ENSP00000345785
ENSG00000187701|ENST00000344889|ENSP00000342008
ENSG00000187747|ENST00000345043|ENSP00000341581
ENSG00000188778|ENST00000345060|ENSP00000343782
ENSG00000156642|ENST00000345330|ENSP00000290401
ENSG00000060656|ENST00000345512|ENSP00000334941
ENSG00000189013|ENST00000345540|ENSP00000339634
ENSG00000104921|ENST00000346664|ENSP00000264072
ENSG00000162594|ENST00000347310|ENSP00000321345
ENSG00000110448|ENST00000347785|ENSP00000342681
ENSG00000116678|ENST00000349533|ENSP00000330393
ENSG00000179468|ENST00000350513|ENSP00000316518
ENSG00000114739|ENST00000352511|ENSP00000340361
ENSG00000231192|ENST00000354565|ENSP00000346575
ENSG00000196661|ENST00000354597|ENSP00000346611
ENSG00000168079|ENST00000354914|ENSP00000346990
ENSG00000196098|ENST00000354924|ENSP00000347003
ENSG00000196189|ENST00000355014|ENSP00000347117
ENSG00000161944|ENST00000355035|ENSP00000347140
ENSG00000197405|ENST00000355085|ENSP00000347197
ENSG00000197938|ENST00000355273|ENSP00000347418
ENSG00000197454|ENST00000355281|ENSP00000347428
ENSG00000166736|ENST00000355556|ENSP00000347754
ENSG00000136869|ENST00000355622|ENSP00000363089
ENSG00000157873|ENST00000355716|ENSP00000347948
ENSG00000198104|ENST00000355728|ENSP00000347965
ENSG00000197591|ENST00000355784|ENSP00000348033
ENSG00000173890|ENST00000355897|ENSP00000348161
ENSG00000165246|ENST00000355905|ENSP00000348169
ENSG00000198053|ENST00000356025|ENSP00000348307
ENSG00000176937|ENST00000356069|ENSP00000348368
ENSG00000198657|ENST00000356130|ENSP00000348449
ENSG00000233412|ENST00000356526|ENSP00000373195
ENSG00000050628|ENST00000356595|ENSP00000349003
ENSG00000173535|ENST00000356864|ENSP00000349324
ENSG00000197081|ENST00000356956|ENSP00000349437
ENSG00000139187|ENST00000356986|ENSP00000349477
ENSG00000196917|ENST00000356987|ENSP00000349478
ENSG00000196936|ENST00000357191|ENSP00000349719
ENSG00000196832|ENST00000357366|ENSP00000349930
ENSG00000105426|ENST00000357368|ENSP00000349932
ENSG00000197786|ENST00000357377|ENSP00000349945
ENSG00000121797|ENST00000357392|ENSP00000349967
ENSG00000197263|ENST00000357438|ENSP00000350022
ENSG00000180616|ENST00000357585|ENSP00000350198
ENSG00000197428|ENST00000357605|ENSP00000350222
ENSG00000196772|ENST00000357627|ENSP00000350248
ENSG00000196277|ENST00000357716|ENSP00000350348
ENSG00000196341|ENST00000357821|ENSP00000350474
ENSG00000135622|ENST00000357877|ENSP00000350547
ENSG00000213694|ENST00000358157|ENSP00000350878
ENSG00000196411|ENST00000358173|ENSP00000350896
ENSG00000168329|ENST00000358309|ENSP00000351059
ENSG00000142627|ENST00000358432|ENSP00000351209
ENSG00000188324|ENST00000358433|ENSP00000351211
ENSG00000196578|ENST00000358642|ENSP00000351466
ENSG00000072694|ENST00000358671|ENSP00000351497
ENSG00000196338|ENST00000358741|ENSP00000351591
ENSG00000126895|ENST00000358927|ENSP00000351805
ENSG00000163513|ENST00000359013|ENSP00000351905
ENSG00000134545|ENST00000359151|ENSP00000352064
ENSG00000177575|ENST00000359156|ENSP00000352071
ENSG00000176895|ENST00000359350|ENSP00000352305
ENSG00000148604|ENST00000359452|ENSP00000352427
ENSG00000004948|ENST00000359558|ENSP00000352561
ENSG00000196539|ENST00000359594|ENSP00000352604
ENSG00000196218|ENST00000359596|ENSP00000352608
ENSG00000196171|ENST00000359610|ENSP00000352626
ENSG00000198601|ENST00000359682|ENSP00000352710
ENSG00000197437|ENST00000359688|ENSP00000352717
ENSG00000187258|ENST00000359791|ENSP00000352839
ENSG00000117114|ENST00000359929|ENSP00000353006
ENSG00000142949|ENST00000359947|ENSP00000353030
ENSG00000198128|ENST00000359959|ENSP00000353044
ENSG00000196126|ENST00000360004|ENSP00000353099
ENSG00000072274|ENST00000360110|ENSP00000353224
ENSG00000167851|ENST00000360141|ENSP00000353259
ENSG00000197790|ENST00000360213|ENSP00000353343
ENSG00000198283|ENST00000360374|ENSP00000353537
ENSG00000118257|ENST00000360409|ENSP00000353582
ENSG00000197635|ENST00000360534|ENSP00000353731
ENSG00000239732|ENST00000360658|ENSP00000353874
ENSG00000164270|ENST00000360693|ENSP00000353915
ENSG00000170683|ENST00000360759|ENSP00000353988
ENSG00000170180|ENST00000360771|ENSP00000354003
ENSG00000119121|ENST00000360774|ENSP00000354006
ENSG00000140538|ENST00000360948|ENSP00000354207
ENSG00000197594|ENST00000360971|ENSP00000354238
ENSG00000198967|ENST00000361284|ENSP00000354707
ENSG00000196776|ENST00000361309|ENSP00000355361
ENSG00000158458|ENST00000361474|ENSP00000354910
ENSG00000132704|ENST00000361516|ENSP00000355157
ENSG00000198822|ENST00000361669|ENSP00000355316
ENSG00000152822|ENST00000361719|ENSP00000354896
ENSG00000198877|ENST00000361760|ENSP00000354800
ENSG00000198851|ENST00000361763|ENSP00000354566
ENSG00000105699|ENST00000361790|ENSP00000354575
ENSG00000198785|ENST00000361820|ENSP00000355155
ENSG00000143297|ENST00000361835|ENSP00000354691
ENSG00000198829|ENST00000362032|ENSP00000355156
ENSG00000149295|ENST00000362072|ENSP00000354859
ENSG00000198821|ENST00000362089|ENSP00000354782
ENSG00000203618|ENST00000366425|ENSP00000383382
ENSG00000203661|ENST00000366473|ENSP00000355429
ENSG00000175143|ENST00000366474|ENSP00000355430
ENSG00000196944|ENST00000366475|ENSP00000355431
ENSG00000162727|ENST00000366476|ENSP00000355432
ENSG00000196071|ENST00000366478|ENSP00000355434
ENSG00000203663|ENST00000366479|ENSP00000355435
ENSG00000187080|ENST00000366480|ENSP00000355436
ENSG00000241128|ENST00000366485|ENSP00000355441
ENSG00000196242|ENST00000366487|ENSP00000355443
ENSG00000054277|ENST00000366554|ENSP00000355512
ENSG00000116996|ENST00000366570|ENSP00000355529
ENSG00000077585|ENST00000366592|ENSP00000355551
ENSG00000120436|ENST00000366834|ENSP00000355799
ENSG00000162769|ENST00000366971|ENSP00000355938
ENSG00000076356|ENST00000367033|ENSP00000356000
ENSG00000203710|ENST00000367049|ENSP00000356016
ENSG00000117322|ENST00000367057|ENSP00000356024
ENSG00000198049|ENST00000367126|ENSP00000356094
ENSG00000133067|ENST00000367278|ENSP00000356247
ENSG00000170075|ENST00000367282|ENSP00000356251
ENSG00000111981|ENST00000367345|ENSP00000356314
ENSG00000131015|ENST00000367351|ENSP00000356320
ENSG00000153029|ENST00000367580|ENSP00000356552
ENSG00000143324|ENST00000367590|ENSP00000356562
ENSG00000112414|ENST00000367609|ENSP00000356581
ENSG00000203737|ENST00000367685|ENSP00000356658
ENSG00000027697|ENST00000367739|ENSP00000356713
ENSG00000143147|ENST00000367838|ENSP00000356812
ENSG00000143167|ENST00000367868|ENSP00000356842
ENSG00000162733|ENST00000367922|ENSP00000356899
ENSG00000162747|ENST00000367964|ENSP00000356941
ENSG00000203747|ENST00000367969|ENSP00000356946
ENSG00000143217|ENST00000368012|ENSP00000356991
ENSG00000158769|ENST00000368026|ENSP00000357005
ENSG00000122223|ENST00000368033|ENSP00000357012
ENSG00000026751|ENST00000368043|ENSP00000357022
ENSG00000162739|ENST00000368057|ENSP00000357036
ENSG00000179639|ENST00000368115|ENSP00000357097
ENSG00000213088|ENST00000368121|ENSP00000357103
ENSG00000180433|ENST00000368144|ENSP00000357126
ENSG00000203757|ENST00000368145|ENSP00000357127
ENSG00000186400|ENST00000368150|ENSP00000357132
ENSG00000198965|ENST00000368152|ENSP00000357134
ENSG00000158473|ENST00000368171|ENSP00000357153
ENSG00000163534|ENST00000368176|ENSP00000357158
ENSG00000160856|ENST00000368184|ENSP00000357167
ENSG00000027644|ENST00000368195|ENSP00000357178
ENSG00000152894|ENST00000368213|ENSP00000357196
ENSG00000173080|ENST00000368318|ENSP00000357301
ENSG00000160716|ENST00000368476|ENSP00000357461
ENSG00000160712|ENST00000368485|ENSP00000357470
ENSG00000047936|ENST00000368508|ENSP00000357494
ENSG00000159164|ENST00000369146|ENSP00000358142
ENSG00000150337|ENST00000369168|ENSP00000358165
ENSG00000043591|ENST00000369295|ENSP00000358301
ENSG00000135333|ENST00000369303|ENSP00000358309
